Bridge Opportunity: CaseSafeID,Bridge Opportunity: Project Code,Bridge Opportunity: Country,Bridge Opportunity: Opportunity Name,Bridge Opportunity: Stage,Bridge Opportunity: Sub-Stage,Bridge Opportunity: Close Date,Bridge Opportunity: Level 1 Government,Bridge Opportunity: Level 2 Government,Bridge Opportunity: Level 3 Government,Bridge Opportunity: Level 4 Government,Bridge Name,Bridge Opportunity: River Name,Bridge Opportunity: Research Initiative,Bridge Opportunity: Monitoring Campaign,Form: Form Name,Bridge Opportunity: GPS (Latitude),Bridge Opportunity: GPS (Longitude),Individuals Directly Served,Bridge Opportunity: Population Dataset URL,Bridge Opportunity: Population Estimate 2000m,Bridge Opportunity: Population Estimate 5000m,Community Served 1,Individuals served in Community 1,Community Served 2,Individuals served in Community 2,Community Served 3,Individuals served in Community 3,Community Served 4,Individuals served in Community 4,Community Served 5,Individuals served in Community 5,Community Served 6,Individuals Served in Community 6,Form: Created Date,Community Served 7,Individuals Served in Community 7,Community Served 8,Individuals Served in Community 8,Community Served 9,Individuals Served in Community 9,Community Served 10,Individuals Served in Community 10
006f100000d1TscAAE,1013981,Rwanda,Rwanda - Gafumba - 1013981,Rejected,Technical,11/11/18,Western Province,Rusizi,Gitambi,Cyingwa,Gafumba,Gafumba,,,Project Assessment - 2018.10.21,-2.58071,28.97723,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8849,46767,Mugenge,1236,Kabugarama,1306,Mpinga,1200,Kabucuku,689,Rwihene,650,,,10/21/18,,,,,,,,
006f100000d1TshAAE,1013982,Rwanda,Rwanda - Gitega - 1013982,Rejected,Technical,11/12/18,Western Province,Rusizi,Gitambi,Cyingwa,Gitega,Gitega,,,Project Assessment - 2018.10.21,-2.57392,28.98504,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7118,51473,Rwihene,650,Kabacuku,689,Mugenge,1236,Kabugarama,1306,Mpinga,1200,,,10/21/18,,,,,,,,
006f100000d1TsmAAE,1013983,Rwanda,Rwanda - Nyakivomero - 1013983,Rejected,Technical,11/11/18,Western Province,Rusizi,Gitambi,Mashesha - Mashyuza,Nyakivomero,Kanihura,,,Project Assessment - 2018.10.21,-2.5847,29.01409,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7421,57371,Nyakivomero,1272,Karama - Idaga,2236,Busasamana - Kankuba,1983,Rukamba - Nyamaronko,1584,Ruganzu - Kibirizi - Murambi,2120,,,10/21/18,,,,,,,,
006f100000d1TsrAAE,1013984,Rwanda,Rwanda - Karama - 1013984,Rejected,Technical,11/14/18,Western Province,Rusizi,Gitambi,Mashesha - Gahungeri,Karama,Njambwe,,,Project Assessment - 2018.10.21,-2.60072,28.99702,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,9898,54781,Karama,1097,Kankuba,992,Idaga,1139,Kamagaju,572,Kazinda,509,,,10/21/18,,,,,,,,
006f100000d1TswAAE,1013985,Rwanda,Rwanda - Ntenyi - 1013985,Rejected,Technical,11/5/18,Western Province,Rusizi,Rwimbogo - Gashonga,Rubugu - Rusayo,Ntenyi,Rusayo,,,Project Assessment - 2018.10.21,-2.60778,28.95301,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8414,51378,Ntenyi,1198,Gatare,673,Bitaba,574,Kiremereye,460,Kamuhana,479,,,10/21/18,,,,,,,,
006f100000d1Tt1AAE,1013986,Rwanda,Rwanda - Nyange - 1013986,Rejected,Technical,11/5/18,Western Province,Rusizi,Rwimbogo - Gashonga,Rubugu - Rurembo,Nyange,Katabuvuga,,,Project Assessment - 2018.10.21,-2.61167,28.96442,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8876,51670,Nyange,237,Gatare,673,Ntenyi,1198,Kagomero,434,Rurama - Ruhinga,895,,,10/21/18,,,,,,,,
006f100000d1Tt6AAE,1013987,Rwanda,Rwanda - Cyuma - 1013987,Rejected,Technical,11/5/18,Western Province,Rusizi,Rwimbogo,Rubugu,Cyuma,Gahongobwe,,,Project Assessment - 2018.10.21,-2.62002,28.96343,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,10758,51353,Nyange,237,Gatare,673,Rukombe,298,Murama,402,,0,,,10/21/18,,,,,,,,
006f100000d1TtBAAU,1013988,Rwanda,Rwanda - Gahongobwe - 1013988,Rejected,Technical,11/5/18,Western Province,Rusizi,Rwimbogo,Rubugu,Gahongobwe,Gahongobwe,,,Project Assessment - 2018.10.21,-2.6174,28.95564,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,10839,51724,Gatare,673,Ntenyi,1198,Rukombe,298,,0,,0,,,10/21/18,,,,,,,,
006f100000d1TtaAAE,1013989,Rwanda,Rwanda - Cyamabuye - 1013989,Rejected,Technical,11/5/18,Western Province,Rusizi,Nzahaha,Murya - Butambamo,Cyamabuye,Gishoma,,,Project Assessment - 2018.10.21,-2.6627,28.95512,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7330,37078,Ngoma,1482,Gashagwa,1261,Buganza,800,Gaculiro,611,Kamina,532,,,10/21/18,,,,,,,,
006f100000d1TtfAAE,1013990,Rwanda,Rwanda - Gatare - 1013990,Rejected,Technical,11/5/18,Western Province,Rusizi,Nzahaha,Murya - Butambamo,Gatare,Gishoma,,,Project Assessment - 2018.10.21,-2.6639,28.95315,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6952,36441,Ngoma,1482,Gashagwa,1261,Buganza,800,Gaculiro,611,,0,,,10/21/18,,,,,,,,
006f100000d1TtkAAE,1013991,Rwanda,Rwanda - Nyagasayo - 1013991,Rejected,Technical,11/5/18,Western Province,Rusizi,Nzahaha,Murya - Butambamo,Nyagasayo,Gishoma,,,Project Assessment - 2018.10.21,-2.66859,28.94991,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5778,32835,Gashagwa,1261,Nyagahanga,912,Tare,764,Buganza,800,Ryagashyitse,526,,,10/21/18,,,,,,,,
006f100000d1TtpAAE,1013992,Rwanda,Rwanda - Ruramba - 1013992,Rejected,Technical,11/5/18,Western Province,Rusizi,Rwimbogo - Muganza,Ruganda - Gakoni,Ruramba,Nyakinzirika,,,Project Assessment - 2018.10.21,-2.6402,29.00718,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8149,50849,Rubamba,1253,Rubuye,951,Muganza,2500,,0,,0,,,10/21/18,,,,,,,,
006f100000d1TuEAAU,1013993,Rwanda,Rwanda - Karitasi 2 - 1013993,Rejected,Technical,11/5/18,Western Province,Rusizi,Gihundwe,Burunga,Karitasi 2,Gitinda,,,Project Assessment - 2018.10.21,-2.45603,28.91183,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,13059,72884,Karitasi,1029,Karorabose,1002,Kanombe,826,Karushaririza,783,Gitinda and Munyana,1523,,,10/21/18,,,,,,,,
006f100000d1TuOAAU,1013994,Rwanda,Rwanda - Karitasi 1 - 1013994,Rejected,Technical,10/30/18,Western Province,Rusizi,Gihundwe,Burunga,Karitasi 1,Gitinda,,,Project Assessment - 2018.10.21,-2.45187,28.91158,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,11873,74377,Karitasi,1029,Munyana,628,Karorabose,1002,Karushaririza,783,Karangiro,1400,,,10/21/18,,,,,,,,
006f100000d1TuTAAU,1013995,Rwanda,Rwanda - Karushaririza - 1013995,Rejected,Technical,11/5/18,Western Province,Rusizi,Gihundwe,Burunga,Karushaririza,Cyunyu,,,Project Assessment - 2018.10.21,-2.46236,28.92434,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,13476,78470,Karushaririza,783,Bisanganiro,620,Karangiro,1400,Rwahi,742,"Kamabuye, karorabose, what's she, munyove",3820,,,10/21/18,,,,,,,,
006f100000d1TvcAAE,1013996,Rwanda,Rwanda - Rebero - 1013996,Rejected,Technical,11/5/18,Western Province,Rusizi,Nkanka,Rugabano,Rebero,Rugeme,,,Project Assessment - 2018.10.21,-2.40718,28.95003,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,11133,56280,Rugaragara,395,Rebero,723,Kabutimbiri,365,Sumoyimana,965,Kinyaga,356,,,10/21/18,,,,,,,,
006f100000d1f2YAAQ,1014012,Rwanda,Rwanda - Kabuganza - 1014012,Rejected,Technical,11/10/18,Western Province,Rusizi,Nkungu,Kiziguro,Kabuganza,Nyagahanga,,,Project Assessment - 2018.10.27,-2.504565,28.994356,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7003,46971,Kabuganza,500,Mukenke,543,"Kabigohe, Gasarabuye",1422,"Byugaro, Rebero",1540,Karengera sector,0,,,10/27/18,,,,,,,,
006f100000d1f2dAAA,1014013,Rwanda,Rwanda - Mpinga - 1014013,Rejected,Technical,11/11/18,Western Province,Rusizi,Nkungu,Kiziguro,Mpinga,Nyagahanga,,,Project Assessment - 2018.10.27,-2.517903,29.002786,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,10363,52559,Mpinga,1302,Kadashya,235,Karongoro,824,Kabisheshe,1231,Karehe,689,,,10/27/18,,,,,,,,
006f100000d1f2iAAA,1014014,Rwanda,Rwanda - Gahati - 1014014,Rejected,Technical,11/11/18,Western Province,Rusizi,Nkungu,Kiziguro ~ Mataba,Gahati,Nyamburu,,,Project Pre-Assessment - 2025.1.13,-2.523685,28.998094,7360,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,9925,53303,Kamajumba,1039,Gikombe,964,Rubona,958,Gatondo,766,Honga,891,Muhora,657,1/13/25,Mpinga,817,Karongoro,502,Kabuganza,429,Kabigohe,337
006f100000d1f2iAAA,1014014,Rwanda,Rwanda - Gahati - 1014014,Rejected,Technical,11/11/18,Western Province,Rusizi,Nkungu,Kiziguro ~ Mataba,Gahati,Nyamburu,,,Project Assessment - 2018.10.27,-2.523685,28.998094,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,9925,53303,Mpinga,1302,Gikombe,709,Muhora,605,,0,,0,,,10/27/18,,,,,,,,
006f100000d1f2nAAA,1014015,Rwanda,Rwanda - Muhora - 1014015,Rejected,Technical,11/5/18,Western Province,Rusizi,Nkungu,Mataba,Muhora,Nyaruhondo,,,Project Assessment - 2018.10.27,-2.531842,29.000594,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,10062,56117,Muhora,605,Mpinga,1203,Gitondo,706,Honga,836,,0,,,10/27/18,,,,,,,,
006f100000d1f2xAAA,1014016,Rwanda,Rwanda - Gitwa - 1014016,Rejected,Vehicular Bridge Required,11/29/18,Western Province,Rusizi,Giheke,Kamashangi,Gitwa,Nyakabanda,,,Project Assessment - 2018.10.27,-2.434499,28.946438,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,10205,63746,Gitwa,565,,0,,0,,0,,0,,,10/27/18,,,,,,,,
006f100000d1f37AAA,1014017,Rwanda,Rwanda - Isha - 1014017,Rejected,Vehicular Bridge Required,10/30/18,Western Province,Rusizi,Giheke,Kamashangi,Isha,Nyakabanda,,,Project Assessment - 2018.10.27,-2.452429,28.938735,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8718,76492,Isha,565,,0,,0,,0,,0,,,10/27/18,,,,,,,,
006f100000d1f3CAAQ,1014018,Rwanda,Rwanda - Honga - 1014018,Rejected,Technical,11/29/18,Western Province,Rusizi,Nkungu,Mataba,Honga,Nyaruhondo,,,Project Assessment - 2018.10.27,-2.533586,28.997215,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,9139,55634,Honga,500,Muhora,0,Mpinga,0,Nyakabuye sector,0,,0,,,10/27/18,,,,,,,,
006f100000d1f3HAAQ,1014019,Rwanda,Rwanda - Gatagara - 1014019,Rejected,Technical,11/5/18,Western Province,Rusizi,Nkungu,Mataba,Gatagara,Nyamabuye,,,Project Assessment - 2018.10.27,-2.552118,29.007152,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,10346,57417,Gatagara,237,Nyakabuye cell,5000,,0,,0,,0,,,10/27/18,,,,,,,,
006f100000d1f3MAAQ,1014020,Rwanda,Rwanda - Gatondo - 1014020,Rejected,Technical,11/14/18,Western Province,Rusizi,Nkungu,Mataba,Gatondo,Nyagahanga,,,Project Assessment - 2018.10.27,-2.53305,29.016558,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,12655,61033,Entire mataba cell,6173,Gahuni,1231,Nyagafunzo,824,,0,,0,,,10/27/18,,,,,,,,
006f100000d1f3WAAQ,1014022,Rwanda,Rwanda - Rushwati ~ mwimereri - 1014022,Rejected,Technical,11/11/18,Western Province,Rusizi,Butare,Nyamihanda,Rushwati ~ mwimereri,Karago,,,Project Assessment - 2018.10.27,-2.575882,29.136492,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3863,14328,Rushwati,1235,Kirwano,432,Mwimereri,600,Kenya,364,,0,,,10/27/18,,,,,,,,
006f100000d1f3bAAA,1014023,Rwanda,Rwanda - Rushwati~ kirwano - 1014023,Rejected,Technical,11/11/18,Western Province,Rusizi,Butare,Nyamihanda,Rushwati~ kirwano,Cyazi,,,Project Assessment - 2018.10.27,-2.578095,29.140707,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4012,14218,Rushwati,1235,Kirwano,432,Mwimereri,600,,0,,0,,,10/27/18,,,,,,,,
006f100000d1f3gAAA,1014024,Rwanda,Rwanda - Kirwano~ mwimereri - 1014024,Rejected,Technical,11/5/18,Western Province,Rusizi,Butare,Nyamihanda,Kirwano~ mwimereri,Cyazi,,,Project Assessment - 2018.10.27,-2.577491,29.140912,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3952,14209,Mwimereri,600,Kirwano,432,Ndengerezi,414,,0,,0,,,10/27/18,,,,,,,,
006f100000d1f3lAAA,1014025,Rwanda,Rwanda - Munkamba - 1014025,Rejected,Technical,11/29/18,Western Province,Rusizi,Butare,Nyamihanda,Munkamba,Cyazi,,,Project Assessment - 2018.10.27,-2.566146,29.144802,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,2473,13290,Munkamba,459,Kenya,364,Kijuru,580,Bweyeye sector,0,,0,,,10/27/18,,,,,,,,
006f100000d1fUmAAI,1014084,Rwanda,Rwanda - Nyabutaka - 1014084,Rejected,Vehicular Bridge Required,10/30/18,Western Province,Rusizi,Nyakabuye,Kamanu/kamusana,Nyabutaka,Nyabutaka,,,Project Assessment - 2018.10.28,-2.57067,29.02658,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,10453,58530,Kamanu,965,,0,,0,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fUrAAI,1014085,Rwanda,Rwanda - Nkanga - 1014085,Rejected,Technical,11/11/18,Western Province,Rusizi,Nyakabuye,Kiziho/nkanga,Nkanga,Nkanga,,,Project Assessment - 2018.10.28,-2.57161,29.03953,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,11352,55913,Nyakabuye,1,Gikundamvura,20252,Butare,22525,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fV1AAI,1014086,Rwanda,Rwanda - Gata - 1014086,Rejected,Technical,11/14/18,Western Province,Rusizi,Gikundamvura,Nyamigina/jyambere,Gata,Nyabisheshe,,,Project Assessment - 2018.10.28,-2.60327,29.0416,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6522,46722,Jyambere,896,Burundiro,798,,0,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fVGAAY,1014087,Rwanda,Rwanda - Gisesero2 - 1014087,Rejected,Technical,11/14/18,Western Province,Rusizi,Gikundamvura,Nyamigina,Gisesero2,Gisesero,,,Project Assessment - 2018.10.28,-2.59176,29.04348,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6752,48586,Kariba,895,Buhinga,968,,0,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fVLAAY,1014088,Rwanda,Rwanda - Nyabusheshe - 1014088,Rejected,Technical,11/14/18,Western Province,Rusizi,Gikundamvura,Nyamigina/kanoga,Nyabusheshe,Nyabusheshe,,,Project Assessment - 2018.10.28,-2.59647,29.04596,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6305,46180,Nyamigina,965,Mpinga,860,,0,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fVQAAY,1014089,Rwanda,Rwanda - Gisesero - 1014089,Rejected,Vehicular Bridge Required,10/30/18,Western Province,Rusizi,Gikundamvura,Nyamigina/,Gisesero,Gisesero,,,Project Assessment - 2018.10.28,-2.5886,29.05452,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7162,42706,Buhinga,850,,0,,0,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fVVAAY,1014090,Rwanda,Rwanda - Kabusunzu - 1014090,Rejected,Social,10/30/18,Western Province,Rusizi,Bugarama,Pera/kabusunzu,Kabusunzu,Mining,,,Project Assessment - 2018.10.28,-2.7023,29.00658,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,17970,34986,Kabusunzu,858,,0,,0,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fVaAAI,1014091,Rwanda,Rwanda - Gombaniro-mubombo - 1014091,Identified,,12/31/25,Western Province,Rusizi,Bugarama,Ryankana/mubonbo,Gombaniro-mubombo,Rubyiro,Rwanda Full Scale Research - Randomized but Not Baselined,,Project Assessment - 2018.10.28,-2.72777,29.03227,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,1826,22280,Bombaniro,1591,Mubombo,515,,0,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fVfAAI,1014092,Rwanda,Rwanda - Kabirundwe - 1014092,Rejected,Technical,11/10/18,Western Province,Rusizi,Mururu,Karambi,Kabirundwe,Mogongo,,,Project Assessment - 2018.10.28,-2.5886,29.05452,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7162,42706,Bugayi,956,Kagarama,896,,0,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fVkAAI,1014093,Rwanda,Rwanda - Gipfura - 1014093,Rejected,Technical,11/10/18,Western Province,Rusizi,Mururu,Gahinga/gipfura,Gipfura,Gipfura,,,Project Assessment - 2018.10.28,-2.5886,29.05452,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7162,42706,Gahinga,7070,,0,,0,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fVpAAI,1014094,Rwanda,Rwanda - Kiyovu-buhanda - 1014094,Complete,In Service,11/3/22,Western Province,Rusizi,Bugarama,Pera/buhanga,Kiyovu-buhanda,Rubyiro,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.10.29,-2.70183,29.03029,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,10592,33785,Kiyovu,690,Buhanga,569,,0,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fVuAAI,1014095,Rwanda,Rwanda - Katabuvuga - 1014095,Rejected,Technical,12/31/18,Western Province,Rusizi,Muganza,Gakoni/sanganiro,Katabuvuga,Katabuvuga,Rwanda Full Scale Research - Randomized and Lost,,Project Assessment - 2018.10.28,-2.63441,29.01131,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,9088,50959,Sanganiro,1800,Gatanga,690,,0,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fVzAAI,1014096,Rwanda,Rwanda - Nyabutagwa-gaseke - 1014096,Rejected,Vehicular Bridge Required,11/29/18,Western Province,Rusizi,Nyakabuye,Gaseke/bitendezi,Nyabutagwa-gaseke,Nyabutagwa,,,Project Assessment - 2018.10.28,-2.55317,28.99986,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8109,57050,Bitendezi,968,,0,,0,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fW4AAI,1014097,Rwanda,Rwanda - Gaseke - 1014097,Rejected,Technical,11/11/18,Western Province,Rusizi,Nyakabuye,Gaseke/kagenge,Gaseke,Nyamabuye,,,Project Assessment - 2018.10.28,-2.5679,29.01254,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,9744,58067,Gaseke,963,Gitambi,2642,Nkunku,4691,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fW9AAI,1014098,Rwanda,Rwanda - Kabagu -gasihe - 1014098,Rejected,Technical,11/14/18,Western Province,Rusizi,Butare,Gatereri/gasihe,Kabagu -gasihe,Mwoya,,,Project Assessment - 2018.10.28,-2.57552,29.0818,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6134,29459,Butanda,986,Gatereri,805,,0,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fWJAAY,1014099,Rwanda,Rwanda - Kabingo1 - 1014099,Complete,In Service,10/6/22,Western Province,Rusizi,Butare,Gatereri/nyakibanda,Kabingo1,Kabingo,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.10.28,-2.588367,29.095324,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,2920,21414,Bweyeye,2000,Butare,1500,Nyakabuye,3000,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fWOAAY,1014100,Rwanda,Rwanda - Nyabitimbo mwoya - 1014100,Rejected,Technical,11/15/18,Western Province,Rusizi,Butare,Gatereri/nyabitimbo,Nyabitimbo mwoya,Mwoya,,,Project Assessment - 2018.10.28,-2.56517,29.08278,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6262,30709,Butanda,986,Nyabitimbo,869,,0,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fWdAAI,1014101,Rwanda,Rwanda - Mugongo - 1014101,Rejected,Technical,11/15/18,Western Province,Rusizi,Mururu-kamembe,Karambi/gihango,Mugongo,Mugongo,,,Project Assessment - 2018.10.28,-2.50322,28.90339,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,15155,68190,Gatovu,950,Karambi,1475,,0,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fWiAAI,1014102,Rwanda,Rwanda - Mizibira - 1014102,Rejected,Technical,11/14/18,Western Province,Rusizi,Nyakabuye,Nyabintare/mizibira,Mizibira,Mizibira,,,Project Assessment - 2018.10.28,-2.56301,29.06172,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8662,46131,Mizibira,825,Nyakabuye,4600,Butare,3500,,0,,0,,,10/28/18,,,,,,,,
006f100000d1fjhAAA,1014103,Rwanda,Rwanda - Kigarama - 1014103,Rejected,Technical,11/15/18,Western Province,Rusizi,Butare,Rwambogo - Butanda,Kigarama,Kabingo,,,Project Assessment - 2018.10.29,-2.55734,29.0933,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4604,24915,Kigarama,980,Bisengo - Nyaruteja,1427,Cyaruhiza - Cyijuru,1296,Murambi - Gitega,1162,Buganzo - Gasine,1208,,,10/29/18,,,,,,,,
006f100000d1fjmAAA,1014104,Rwanda,Rwanda - Rwengezi - 1014104,Complete,In Service,9/22/22,Western Province,Rusizi,Butare,Rwambogo,Rwengezi,Rwengezi,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.10.29,-2.58744,29.10611,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3154,18182,Gasumo,932,Kenya - Rushwati,1402,Ndengerezi - Kirwano,1174,Nyaruteja,856,Kigarama - Cyaruhuza,1632,,,10/29/18,,,,,,,,
006f100000d1fjrAAA,1014105,Rwanda,Rwanda - Nyakabanda - 1014105,Rejected,Technical,11/11/18,Western Province,Rusizi,Giheke,Gakomeye - Rwega,Nyakabanda,Nyakabanda,,,Project Assessment - 2018.10.29,-2.42715,28.95369,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,11854,61553,Kanoga,559,Kagarama,513,Kabuga,558,Buzi,603,Gacyamo - Gasheke,1185,,,10/29/18,,,,,,,,
006f100000d1fjwAAA,1014106,Rwanda,Rwanda - Kamigisha - 1014106,Rejected,Technical,11/5/18,Western Province,Rusizi,Giheke,Gakomeye,Kamigisha,Kamigisha,,,Project Assessment - 2018.10.29,-2.42486,28.95726,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,11901,60304,Kabuga,558,Buzi,603,Gacyamo - Gasheke,1185,Kagarama,513,Kanoga,539,,,10/29/18,,,,,,,,
006f100000d1fk1AAA,1014107,Rwanda,Rwanda - Buzi - 1014107,Rejected,Technical,11/5/18,Western Province,Rusizi,Giheke,Gakomeye,Buzi,Kamacumu,,,Project Assessment - 2018.10.29,-2.42056,28.9662,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,11362,56746,Buzi,603,Kabuga,558,Kagarama,513,Gacyamo,567,Gasheke,618,,,10/29/18,,,,,,,,
006f100000d1fk6AAA,1014108,Rwanda,Rwanda - Gacyamo - 1014108,Rejected,Technical,11/10/18,Western Province,Rusizi,Giheke - Bushenge,Gakomeye - Gasheke,Gacyamo,Mushoroza,,,Project Assessment - 2018.10.29,-2.41855,28.96946,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,11672,55541,Gacyamo,567,Buzi,603,Kabuga,558,Kagarama,513,Gasheke,618,,,10/29/18,,,,,,,,
006f100000d1fkBAAQ,1014109,Rwanda,Rwanda - Nyagatango - 1014109,Rejected,Technical,11/30/18,Western Province,Rusizi,Butare,Rwambogo,Nyagatango,Nyagatango,,,Project Assessment - 2018.10.29,-2.58868,29.11247,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3257,16181,Gasumo,932,Kenya,693,Ndengerezi,610,Rushwati,545,,0,,,10/29/18,,,,,,,,
006f100000d1hIvAAI,1014139,Rwanda,Rwanda - Rugombo - 1014139,Rejected,Technical,11/13/18,Western Province,Rusizi,Giheke,Giheke-Kigenge,Rugombo,Gisuma,,,Project Assessment - 2018.10.29,-2.46906,28.95562,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7263,52787,Rugomba,490,Murambi,601,Wimana- Rwumvangoma,832,Gahinga-Kamuhozi,865,Isha-Rukombe,1415,,,10/29/18,,,,,,,,
006f100000d1hJOAAY,1014140,Rwanda,Rwanda - Karambo - 1014140,Rejected,Technical,11/15/18,Western Province,Rusizi,Giheke-Bushenge,Giheke-Bumazi,Karambo,Nyagahembe,,,Project Assessment - 2018.10.29,-2.45575,28.97641,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7337,46806,Giheke,2425,Bumazi,2163,,0,,0,,0,,,10/29/18,,,,,,,,
006f100000d1hKHAAY,1014142,Rwanda,Rwanda - Kabeza - 1014142,Rejected,Technical,11/12/18,Western Province,Rusizi,Giheke,Cyendajuru,Kabeza,Kijabwe,,,Project Assessment - 2018.10.29,-2.46169,28.96475,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8584,46787,Kabeza,522,Burembo,502,Karambo,483,Kibakure,613,Murinzi,511,,,10/29/18,,,,,,,,
