Bridge Opportunity: CaseSafeID,Bridge Opportunity: Project Code,Bridge Opportunity: Country,Bridge Opportunity: Opportunity Name,Bridge Opportunity: Stage,Bridge Opportunity: Sub-Stage,Bridge Opportunity: Close Date,Bridge Opportunity: Level 1 Government,Bridge Opportunity: Level 2 Government,Bridge Opportunity: Level 3 Government,Bridge Opportunity: Level 4 Government,Bridge Name,Bridge Opportunity: River Name,Bridge Opportunity: Research Initiative,Bridge Opportunity: Monitoring Campaign,Form: Form Name,Bridge Opportunity: GPS (Latitude),Bridge Opportunity: GPS (Longitude),Individuals Directly Served,Bridge Opportunity: Population Dataset URL,Bridge Opportunity: Population Estimate 2000m,Bridge Opportunity: Population Estimate 5000m,Community Served 1,Individuals served in Community 1,Community Served 2,Individuals served in Community 2,Community Served 3,Individuals served in Community 3,Community Served 4,Individuals served in Community 4,Community Served 5,Individuals served in Community 5,Community Served 6,Individuals Served in Community 6,Form: Created Date,Community Served 7,Individuals Served in Community 7,Community Served 8,Individuals Served in Community 8,Community Served 9,Individuals Served in Community 9,Community Served 10,Individuals Served in Community 10,geometry,WorldPop_1km,WorldPop_1_5km,WorldPop_2km,WorldPop_2_5km,WorldPop_3km,WorldPop_1km_unproj,WorldPop_1_5km_unproj,WorldPop_2km_unproj,WorldPop_2_5km_unproj,WorldPop_3km_unproj
006f100000a86EsAAI,1007454,Rwanda,Rwanda - Biryogo - 1007454,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Rukomo-Nyagatare,Rurenge_Bushoga,Biryogo,Umuvumba,,,Project Assessment - 2018.11.18,-1.367991,30.288805,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3538.0,28027.0,Rurenge,8500.0,Bushoga,3218.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (532137.4464665626 4848748.290059183),1510.1,5205.11,8750.61,13622.22,20245.12,1496.29,5242.55,8937.66,13689.29,20469.96
006f100000a86EtAAI,1007455,Rwanda,Rwanda - Isangano - 1007455,Complete,In Service,11/1/24,Eastern Province,Nyagatare,Rukomo-Tabagwe,Nyakagarama-Nkomo,Isangano,Muvumba,,,Project Assessment - 2018.12.10,-1.334487,30.250622,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4001.0,28517.0,Nkoma cell,9880.0,Nyakagarama,7357.0,Amizero,684.0,Kabeza,1350.0,Isangano,615.0,Kabirizi,1016.0,12/10/18,Ibare,1226.0,,,,,,,POINT (527888.8973271626 4852453.133961579),2608.05,4576.39,7144.41,12930.82,19630.94,2687.08,4592.27,6950.6,13191.25,20338.96
006f100000a86EvAAI,1007457,Rwanda,Rwanda - Ubumwe - 1007457,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Rukomo - Mimuri,Gahurura - Rugari,Ubumwe,Umuvumba,,,Project Assessment - 2018.11.11,-1.42439,30.26354,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6016.0,37942.0,Ubumwe,500.0,Isangano,891.0,Nteko,617.0,Busasamana - No1 village,1817.0,Ubumwe (Rukomo) - Ruyonza,1662.0,,,11/11/18,,,,,,,,,POINT (529325.3052093153 4842512.855122567),718.77,3110.21,7410.32,14387.03,22013.51,601.34,2824.34,7444.9,14614.34,22395.22
006f100000a86EwAAI,1007458,Rwanda,Rwanda - Nshuri - 1007458,Identified,Identified in Needs Assessment,12/31/18,Eastern Province,Nyagatare,Tabagwe-Nyagatare,Gitengure-Nyagatare,Nshuri,Muvumba,,,Project Assessment - 2018.11.18,-1.308813,30.314539,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,2287.0,12766.0,Gitengure,4808.0,Nyagatare,2645.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (535001.9237675263 4855290.975238343),2135.0,6491.21,16228.99,24519.41,31035.9,2431.16,6386.74,16064.29,24597.35,31346.68
006f100000a86ExAAI,1007459,Rwanda,Rwanda - Kamate - 1007459,Rejected,Technical,12/11/18,Eastern Province,Nyagatare,Tabagwe,Nyabitekeri,Kamate,Umuyanja,,,Project Assessment - 2018.12.10,-1.2991944,30.2575833,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,2267.0,13208.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,12/10/18,,,,,,,,,POINT (528663.9502670871 4856355.177744414),3889.46,5407.72,7551.81,9542.97,12874.2,3949.73,5620.53,7765.57,9779.19,13004.98
006f100000a86EyAAI,1007460,Rwanda,Rwanda - Mirambi - 1007460,Rejected,Vehicular Bridge Required,12/11/18,Eastern Province,Nyagatare,Tabagwe,Nyabitekeri,Mirambi,Kaborogota,,,Project Assessment - 2018.12.10,-1.296011,30.247121,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,2322.0,13632.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,12/10/18,,,,,,,,,POINT (527499.7292112644 4856707.266063998),2611.33,4421.34,7403.52,10975.49,15110.6,2773.73,4569.85,7529.22,11232.49,15345.49
006f100000eekVkAAI,1014243,Rwanda,Rwanda - Kanyami - 1014243,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Karama,Ndego,Kanyami,Akanyaru,,,Project Assessment - 2018.11.11,-1.36537,30.17092,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5038.0,27953.0,Kanyami,370.0,Ndego Center,621.0,Rutoma,532.0,Gishenyi,566.0,Gataba,487.0,,,11/11/18,,,,,,,,,POINT (519019.4875668021 4849039.335625492),1655.82,3209.49,5041.62,10289.78,15809.02,1679.53,3283.43,5197.55,10531.55,16114.71
006f100000eekVuAAI,1014244,Rwanda,Rwanda - Kisaro - 1014244,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Mukama - Mimuri,Gishororo - Mahoro,Kisaro,Ngoma,,,Project Assessment - 2018.11.11,-1.45106,30.20714,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5252.0,31014.0,Kisaro,735.0,Kabukunzu,1034.0,Kabeza - Kinyambo,1252.0,Cyambwana,1468.0,Iterambere - Shenga - Gitwe,1756.0,,,11/11/18,,,,,,,,,POINT (523049.11966957786 4839564.736859565),2287.15,4485.33,7390.8,9565.82,14117.97,2310.03,4564.92,7484.0,9676.77,14319.91
006f100000eekVzAAI,1014245,Rwanda,Rwanda - Kavu - 1014245,Rejected,Technical,11/11/18,Eastern Province,Nyagatare,Karama,Ndego,Kavu,Kanama,,,Project Assessment - 2018.11.11,-1.35292,30.144,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,1190.0,13694.0,Mishasha,247.0,Rubanda,572.0,Kabeza,684.0,Mutete,461.0,Kababanda,530.0,,,11/11/18,,,,,,,,,POINT (516023.9822710731 4850416.056006014),541.07,1322.25,2620.99,5133.02,7602.69,567.87,1400.49,2645.29,5244.01,7785.79
006f100000eekW9AAI,1014246,Rwanda,Rwanda - Katoma - 1014246,Rejected,Technical,11/11/18,Eastern Province,Nyagatare,Kiyombe,Karujumba,Katoma,Ngoma,,,Project Assessment - 2018.11.11,-1.44263,30.15516,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3667.0,24613.0,Katoma,297.0,Ngangare,358.0,Nyange - Kajevuba,625.0,Kagorogoro,402.0,Cyenzizi - Mushesha,723.0,,,11/11/18,,,,,,,,,POINT (517265.1886226373 4840497.25727958),1117.55,2394.06,4276.51,7073.65,9767.34,1053.13,2400.28,4326.84,7188.49,9809.05
006f100000eekWEAAY,1014247,Rwanda,Rwanda - Burera - 1014247,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Katabagemu - Ngarama,Rugazi - Kigasha,Burera,Rwangingo valley,,,Project Assessment - 2018.11.11,-1.52911,30.30129,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,1359.0,15569.0,Burera,1000.0,Kanyesunzu,618.0,Igitego,586.0,Kirongo,605.0,Kagarama,545.0,,,11/11/18,,,,,,,,,POINT (533524.3883363908 4830933.922004488),306.94,1404.33,2701.71,4543.1,6585.22,260.16,1408.47,2713.48,4601.94,6773.42
006f100000eekWJAAY,1014248,Rwanda,Rwanda - Nyakagende - 1014248,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Mimuri,Bibare - Mahoro,Nyakagende,Umuvumba,,,Project Assessment - 2018.11.11,-1.46111,30.23321,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4880.0,33279.0,Nyakagende,680.0,Karukwanza - Nyaruziba,1250.0,Bibare centre - Rwimirama,1642.0,Mizero - Nyabugogo,1370.0,Shenga - Cyambwana,1262.0,,,11/11/18,,,,,,,,,POINT (525949.9108903814 4838453.277764081),1561.11,3327.3,5551.83,8595.28,13988.86,1584.36,3323.91,5602.12,8757.34,14225.45
006f100000eekWOAAY,1014249,Rwanda,Rwanda - Kubwamariko - 1014249,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Mimuri,Rugari,Kubwamariko,Nyirasanaho Channel,,,Project Assessment - 2018.11.11,-1.43877,30.25549,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6729.0,36135.0,Ubumwe,1921.0,Rebero,1160.0,Amahoro - Indahemuka,1520.0,Cyibihanga,1025.0,Ibitabo - Nyakajeje,1226.0,,,11/11/18,,,,,,,,,POINT (528429.3615788285 4840923.031039007),3720.97,7356.51,9552.04,12847.93,16980.65,4121.3,7470.5,9700.45,13056.92,17154.64
006f100000eekWTAAY,1014250,Rwanda,Rwanda - Ubumwe I - 1014250,Rejected,Technical,12/31/18,Eastern Province,Nyagatare,Mimuri - Mukama,Rugari - Bufunda,Ubumwe I,Umuvumba,Rwanda Full Scale Research - Randomized and Lost,,Project Assessment - 2018.11.11,-1.43737,30.2538,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6733.0,36054.0,Ubumwe,1921.0,Rebero,1160.0,Amahoro - Indahemuka,1520.0,Cyibihanga,1025.0,Ibitabo - Nyakajeje,1226.0,,,11/11/18,,,,,,,,,POINT (528241.324702137 4841077.843036255),3283.03,7183.8,9681.19,12846.76,16961.87,3444.44,7269.28,9819.97,12950.45,17181.28
006f100000eekWdAAI,1014252,Rwanda,Rwanda - Rujuga - 1014252,Rejected,Technical,11/13/18,Eastern Province,Nyagatare,Mimuri - Rukomo,Rugari - Gahurura,Rujuga,Rujuga Channel,,,Project Assessment - 2018.11.11,-1.42013,30.26972,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5984.0,37961.0,Isangano,891.0,Ubumwe,1921.0,Akamonyi - Inteko,1853.0,Busasamana - Number 1,1817.0,Ubumwe (Rukomo) - Ruyonza,1662.0,,,11/11/18,,,,,,,,,POINT (530013.0422534016 4842983.783044474),810.77,3614.64,8933.45,13933.99,18609.66,828.29,3634.3,8879.68,14111.8,19019.15
006f100000eekWiAAI,1014253,Rwanda,Rwanda - Nyagatare - 1014253,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Mukama - Gatunda,Kagina - Cyagaju,Nyagatare,Nyiragahaya,,,Project Assessment - 2018.11.11,-1.42836,30.1828,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4843.0,31369.0,Nyagatare,765.0,Nyakagarama,527.0,Cyabahurura,504.0,Iramiro,614.0,Kibisabo,562.0,,,11/11/18,,,,,,,,,POINT (520340.9226052993 4842074.784056847),1275.36,3250.04,6311.92,10583.34,17767.47,1318.87,3290.57,6486.85,10947.56,18052.11
006f100000eekWxAAI,1014255,Rwanda,Rwanda - Gishenyi - 1014255,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Karama,Gikagati - Ndego,Gishenyi,Akanyaru,,,Project Assessment - 2018.11.11,-1.3683,30.17181,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5190.0,28917.0,Gishenyi,504.0,Gataba,487.0,Kanyami,370.0,Ndego Center,621.0,Rutoma,532.0,,,11/11/18,,,,,,,,,POINT (519118.5013409488 4848715.375022018),1235.42,3292.06,5874.46,10071.43,16315.22,1241.22,3352.44,6153.87,10397.11,16619.12
006f100000eekXMAAY,1014260,Rwanda,Rwanda - Karushuga - 1014260,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Rwimiyaga,Karushuga,Karushuga,,,,Project Assessment - 2018.11.11,-1.29792,30.55167,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,24.0,172.0,Karushuga,1000.0,Akagera,1140.0,,0.0,,0.0,,0.0,,,11/11/18,,,,,,,,,POINT (561390.7870680703 4856490.846470299),33.67,49.68,311.0,1150.62,2636.01,33.67,49.68,311.0,1138.6,2544.05
006f100000eeuzOAAQ,1014389,Rwanda,Rwanda - Kabeza - 1014389,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Rukomo,RukomaII-Rurenge,Kabeza,Chanel,,,Project Assessment - 2018.11.18,-1.36432,30.28194,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4228.0,28737.0,Kabeza,580.0,Rebero,650.0,Nyanjye,800.0,Biryogo,812.0,Rwiju,451.0,,,11/18/18,,,,,,,,,POINT (531373.5690059795 4849154.265729255),2315.56,4082.74,8989.14,14595.24,21823.53,2391.93,4234.57,8966.45,15432.26,22706.42
006f100000eeuzTAAQ,1014390,Rwanda,Rwanda - Akimpundu - 1014390,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Karama,Gikundamvura,Akimpundu,Nyagasharara,,,Project Assessment - 2018.11.18,-1.340982,30.219604,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6969.0,31885.0,Gikundamvura,4263.0,Bushara,3107.0,Kabuga,4251.0,Nyagatama,2415.0,,0.0,,,11/18/18,,,,,,,,,POINT (524437.1712918014 4851735.346489218),1710.77,5184.2,9919.23,13242.39,20462.99,1808.96,5251.62,9976.62,13382.44,20823.73
006f100000eeuzYAAQ,1014391,Rwanda,Rwanda - Nyagasharara - 1014391,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Karama,Gikundamvura,Nyagasharara,Nyagasharara,,,Project Assessment - 2018.11.18,-1.336893,30.213863,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7161.0,30167.0,Gikundamvura cell,4263.0,Buchara cell,3107.0,Kabuga,4251.0,Nyagatoma,2415.0,,0.0,,,11/18/18,,,,,,,,,POINT (523798.3586789974 4852187.50168952),1601.73,5636.64,9991.6,15953.57,20371.41,1663.97,5653.37,10247.12,16288.33,20823.42
006f100000eeuzdAAA,1014392,Rwanda,Rwanda - Murujanjara - 1014392,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Karama,Nyakiga,Murujanjara,Stream,,,Project Assessment - 2018.11.18,-1.393255,30.162868,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6287.0,29952.0,Karama center,720.0,Mabare,386.0,Kentarama,410.0,Kavumu,426.0,,0.0,,,11/18/18,,,,,,,,,POINT (518123.2706463438 4845956.312005739),2164.84,5548.14,8521.24,11653.67,16152.93,2266.92,5791.06,8796.71,11959.07,16465.01
006f100000eeuziAAA,1014393,Rwanda,Rwanda - Isangano-Kabeza - 1014393,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Karama,Bushara,Isangano-Kabeza,Valley,,,Project Assessment - 2018.11.18,-1.349094,30.202762,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6151.0,33108.0,Isangano,350.0,Rurembo,980.0,Bushara center,1000.0,Ihuriro,1050.0,Kabeza-Nyakibande,1224.0,,,11/18/18,,,,,,,,,POINT (522562.93858243024 4850838.608712478),4513.26,6223.27,9312.19,12570.4,19041.34,4599.11,6264.8,9328.95,12697.33,19453.13
006f100000eeuznAAA,1014394,Rwanda,Rwanda - Kabeza - 1014394,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Gatunda,Cyagaju-Rwesheke,Kabeza,Chanel,,,Project Assessment - 2018.11.18,-1.40815,30.189856,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4945.0,35273.0,Kabeza,853.0,Rwesheke,1201.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (521126.25941379694 4844309.229133553),2198.7,3523.86,7616.86,11898.88,16436.24,2198.7,3644.07,7669.65,12053.38,16705.17
006f100000eeuzsAAA,1014395,Rwanda,Rwanda - Nyabwongoroka - 1014395,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Kiyombe,Karujumba,Nyabwongoroka,Nyabwongoroka,,,Project Assessment - 2018.11.18,-1.432879,30.133993,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3511.0,23244.0,Karambo,1.0,Nyabwongoroka,251.0,Murambi,824.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (514909.9220933488 4841575.518630372),1433.87,2232.73,4108.75,6085.12,7835.68,1447.23,2392.38,4160.45,6191.61,8003.61
006f100000eeuzxAAA,1014396,Rwanda,Rwanda - Kavumu - 1014396,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Karama,Nyakiga,Kavumu,Stream,,,Project Assessment - 2018.11.18,-1.391233,30.171654,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6417.0,31868.0,Karama center,720.0,Mabare,386.0,Kavumu,426.0,Kentarama,410.0,,0.0,,,11/18/18,,,,,,,,,POINT (519100.95916159137 4846179.803771857),1913.66,4505.9,8551.96,13915.46,17637.58,1965.52,4732.9,8733.57,14189.06,17748.01
006f100000eev02AAA,1014397,Rwanda,Rwanda - Kabaya - 1014397,Rejected,Vehicular Bridge Required,11/19/18,Eastern Province,Nyagatare,Katabagemu,Kanyeganyege,Kabaya,Valley,,,Project Assessment - 2018.11.18,-1.436156,30.307663,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6432.0,32541.0,Kabaya,280.0,Rebero,400.0,Kabeza,725.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (534234.9435866938 4841211.33292794),2223.76,4066.38,9145.6,15262.78,21474.88,2226.12,4128.58,9644.79,15743.83,22278.27
006f100000eev07AAA,1014398,Rwanda,Rwanda - Kajevuba - 1014398,Rejected,Vehicular Bridge Required,11/30/18,Eastern Province,Nyagatare,Katabagema,Katabagema,Kajevuba,Valley,,,Project Assessment - 2018.11.18,-1.442804,30.274319,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6870.0,37814.0,Kajevuba,1.0,,0.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (530524.49916704 4840476.767814882),1571.51,4503.2,7924.29,13520.94,17608.83,1614.3,4580.77,8070.18,13701.76,17958.83
006f100000eev0CAAQ,1014399,Rwanda,Rwanda - Kagogo - 1014399,Rejected,Vehicular Bridge Required,11/30/18,Eastern Province,Nyagatare,Katabagema,Katabagema,Kagogo,Kagogo,,,Project Assessment - 2018.11.18,-1.471113,30.285693,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5952.0,30259.0,Kagogo,1.0,,0.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (531789.7401153542 4837346.618485457),1724.68,4569.72,8588.15,13503.86,17943.88,1760.06,4391.18,8788.5,13637.9,18046.01
006f100000eev0HAAQ,1014400,Rwanda,Rwanda - Akindege - 1014400,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Katabagema,Bayigurire,Akindege,Rwabashagi,,,Project Assessment - 2018.11.18,-1.461997,30.264872,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5786.0,35021.0,Bayigurire,4673.0,Bimuli,2680.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (529473.0398939131 4838354.816019195),1520.11,3269.54,7151.33,12927.68,17610.45,1503.57,3271.6,6991.35,12920.13,18052.14
006f100000eev0RAAQ,1014401,Rwanda,Rwanda - Gasasa - 1014401,Rejected,Vehicular Bridge Required,11/30/18,Eastern Province,Nyagatare,Katabagema,Bayigurire,Gasasa,Valley,,,Project Assessment - 2018.11.18,-1.456525,30.280659,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6234.0,35048.0,Gasasa,1.0,,0.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (531229.7922414917 4838959.615815434),1487.37,3805.01,6353.5,10366.04,18623.26,1568.4,3863.9,6342.86,10411.6,18808.16
006f100000eev0WAAQ,1014402,Rwanda,Rwanda - Byimana - 1014402,Rejected,Technical,11/30/18,Eastern Province,Nyagatare,Matimba,Cyembogo,Byimana,Chanel,,,Project Assessment - 2018.11.18,-1.066787,30.432849,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,2459.0,12481.0,Byimana,1.0,,0.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (548171.877821158 4882049.071323593),1184.24,2581.89,5934.95,9308.49,14928.8,1192.93,2475.16,5997.43,9471.27,15218.97
006f100000eev0bAAA,1014403,Rwanda,Rwanda - Byimana3 - 1014403,Rejected,Technical,11/30/18,Eastern Province,Nyagatare,Matimba,Byimana,Byimana3,Chanel,,,Project Assessment - 2018.11.18,-1.109384,30.433798,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5912.0,20617.0,Byimana,1.0,,0.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (548276.8171458932 4877339.242180437),3307.31,7668.43,11865.45,17332.28,19473.75,3457.67,7884.19,12120.33,18220.76,20469.18
006f100000eev0gAAA,1014404,Rwanda,Rwanda - Fotorero - 1014404,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Rwimiyaga,Rutungu,Fotorero,Channel,,,Project Assessment - 2018.11.18,-1.163172,30.476046,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,396.0,1654.0,Rubira,1324.0,Cyamunyana-Agatovu,2944.0,Gakagati I- Gakagati II,3488.0,Bweru,625.0,Mwendo-Rugaga,1250.0,,,11/18/18,,,,,,,,,POINT (552977.6664136789 4871391.314999699),59.15,1029.38,1575.58,2205.7,3453.63,101.74,1059.05,1714.93,2351.55,3528.6
006f100000eev0lAAA,1014405,Rwanda,Rwanda - Cyenjojo - 1014405,Complete,In Service,4/28/23,Eastern Province,Nyagatare,Rwempasha,Cyenjojo-Kabare,Cyenjojo,Muvumba,,,Project Assessment - 2018.11.18,-1.239774,30.344471,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,940.0,6405.0,Kabare,3244.0,Cyenjojo,2811.0,Rulimbi,0.0,Gituro,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (538333.818218422 4862923.88839756),897.2,1470.98,2364.67,3767.16,5940.64,910.43,1452.95,2414.02,3814.76,6022.4
006f100000eev0qAAA,1014406,Rwanda,Rwanda - Gasinga - 1014406,Identified,,6/14/19,Eastern Province,Nyagatare,Rwempasha,Gasinga-Uwinkiko,Gasinga,Muvumba,,,Project Assessment - 2018.11.18,-1.206567,30.347849,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,653.0,4284.0,Gasinga,2840.0,Uwinkiko,1914.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (538710.2131582354 4866595.3969085775),204.77,743.64,1166.0,1990.3,2980.39,204.77,762.96,1193.76,2054.46,3022.42
006f100000eev0vAAA,1014407,Rwanda,Rwanda - Akagera - 1014407,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Rwimiyaga,Karushuga,Akagera,Rusa,,,Project Assessment - 2018.11.18,-1.286986,30.550523,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,23.0,177.0,Akagera,820.0,Karushu,1000.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (561263.4049990018 4857699.834811991),33.7,50.22,82.47,772.27,1401.8,33.7,50.22,82.47,755.39,1388.05
006f100000eev1ZAAQ,1014415,Rwanda,Rwanda - Matereza - 1014415,Rejected,Technical,12/31/18,Eastern Province,Nyagatare,Karama,Ndego-Kabuga,Matereza,Umuvumba,Rwanda Full Scale Research - Randomized and Lost,,Project Assessment - 2018.11.18,-1.36087,30.181669,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5095.0,30372.0,Materaza,512.0,Rusoroza,684.0,Kanyami,815.0,Murambi,520.0,Kabuga cell,4251.0,,,11/18/18,,,,,,,,,POINT (520215.64690887363 4849536.787754578),1504.92,2402.09,6713.56,13450.45,17830.29,1522.86,2514.34,6948.84,13908.3,18022.2
006f100000eev1eAAA,1014416,Rwanda,Rwanda - Gakirage - 1014416,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Karama,Ndego,Gakirage,Kanama,,,Project Assessment - 2018.11.18,-1.365045,30.148672,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3001.0,19180.0,Gakirage,528.0,Mutete,436.0,Kanyami,815.0,Murambi,520.0,Matereza,514.0,,,11/18/18,,,,,,,,,POINT (516543.79012849793 4849075.433521839),1468.75,2564.06,4002.77,5698.01,8314.36,1464.57,2572.73,3965.02,5965.14,8464.44
006f100000eev1jAAA,1014417,Rwanda,Rwanda - Murujanjara - 1014417,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Karama-Gitunda,Nyakiga-Nyangari,Murujanjara,Kagihenda,,,Project Assessment - 2018.11.18,-1.397253,30.163373,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6486.0,30458.0,Karama centre,720.0,Kavumu,426.0,Mabare,386.0,Kentarama,410.0,Mutumba,956.0,,,11/18/18,,,,,,,,,POINT (518179.4343990408 4845514.271930026),1912.5,6420.98,8987.46,11652.68,16368.73,1934.38,6519.98,9213.8,11962.66,16687.56
006f100000efhn7AAA,1014792,Rwanda,Rwanda - Rutete - 1014792,Rejected,Technical,12/12/18,Eastern Province,Nyagatare,Kiyombe,Gataba-Kabungo,Rutete,Ngoma,,,Project Assessment - 2018.12.12,-1.419195,30.104228,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3324.0,23346.0,Rutete,300.0,Kwiperu-Rwabashanja,800.0,Nyakabungo-Ruhonwa,600.0,Rugarama,480.0,Rwamushe-Bitare,815.0,,,12/11/18,,,,,,,,,POINT (511597.91910894925 4843088.649811947),807.72,1070.58,2062.35,3907.63,5875.18,807.72,1081.82,2173.74,3976.66,6060.03
006f100000a86F1AAI,1007463,Rwanda,Rwanda - Mujerenge - 1007463,Complete,In Service,11/22/21,Southern Province,Nyamagabe,Buruhukiro,Bushigishigi,Mujerenge,Rukarara,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.8.17,-2.45195667,29.427665,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4330.0,31317.0,Mujerenge,500.0,Minaga,300.0,Gikungu,195.0,,0.0,,0.0,,,8/17/18,,,,,,,,,POINT (436351.20475762914 4728888.517434537),1187.9,2806.44,5170.07,9107.74,13558.02,1231.76,2801.66,5256.45,9263.09,13759.1
