Opportunity Name,Project Code,Level 1 Government,Level 2 Government,Level 3 Government,B2P Fiscal Year,Stage,Sub-Stage,Close Date,Bridge Type,Span (m),GPS (Latitude),GPS (Longitude),Population Estimate 2000m,Population Estimate 5000m,Individuals Directly Served
Uganda - Rwatibale-Kashangura - 1023087,1023087,Western Region,Ibanda,Kagongo division,2021,Identified,Identified in Needs Assessment,,,,-0.040117,30.451417,3284.32,22237.58,1200
Uganda - Katiri bridge - 1024478,1024478,Western Region,Kasese,Bulembia division,2021,Identified,Identified in Needs Assessment,,,,0.197593,30.015778,6140,32264.1,0
Uganda - Mitswamba-Maliba - 1024487,1024487,Western Region,Kasese,Kitswmba,2021,Identified,Identified in Needs Assessment,,,,0.348409,30.149782,2802.03,24396.45,0
Uganda - Kihyo-Kahando - 1024488,1024488,Western Region,Kasese,Hima Town council,2021,Identified,Identified in Needs Assessment,,,,0.355856,30.151001,3295.67,27691.24,0
Uganda - Kalumanga- Kasanga - 1024489,1024489,Western Region,Kasese,Kichwamba,2021,Identified,Identified in Needs Assessment,,,,0.336607,30.153652,2452.97,22415.09,0
Uganda - Maliba 1- Kakindo - 1024493,1024493,Western Region,Kasese,Maliba subcounty,2021,Identified,Identified in Needs Assessment,,,,0.32044,30.099706,3579.97,19107,0
Uganda - Karujumba re assessment - 1024494,1024494,Western Region,Kasese,Kitabo subcounty,2021,Identified,Identified in Needs Assessment,,,,,,,,0
Uganda - Mukumbwe-Nsorro - 1025708,1025708,Western Region,Kabarole,Karambi,2021,Identified,Identified in Needs Assessment,,,,0.612556,30.261805,9088.05,60893.08,0
Uganda - Buhesi-Magunga - 1025710,1025710,Western Region,Kabarole,Mugusu,2021,Identified,Identified in Needs Assessment,,,,0.590271,30.203088,8922.79,45227.07,0
Uganda - Mwihira - 1025714,1025714,Western Region,Kabarole,Mugusu,2021,Identified,Identified in Needs Assessment,,,,0.638828,30.17168,6030.2,35651.45,0
Uganda - Nyankuku - 1025716,1025716,Western Region,Kabarole,Kicwamba,2021,Identified,Identified in Needs Assessment,,,,0.720146,30.195831,5278.39,27978.33,0
Uganda - Mabaale - 1025719,1025719,Western Region,Kabarole,Kicwamba,2021,Identified,Identified in Needs Assessment,,,,0.726088,30.196927,4885.94,26440.82,0
Uganda - Nyakaseke - 1025720,1025720,Western Region,Kabarole,Kicwamba,2021,Identified,Identified in Needs Assessment,,,,0.730345,30.206996,4179.39,25913.85,0
Uganda - Bulitukura - 1025722,1025722,Western Region,Kabarole,Kicwamba,2021,Identified,Identified in Needs Assessment,,,,0.714876,30.220725,3834.26,30686.64,0
Uganda - Nyakitunga - 1025724,1025724,Western Region,Kabarole,Kicwamba,2021,Identified,Identified in Needs Assessment,,,,0.711633,30.212849,3966.08,32737.21,0
Uganda - Nyankwanzi-Kihinda - 1025795,1025795,Western Region,Kabarole,Kicwamba,2021,Identified,Identified in Needs Assessment,,,,0.719402,30.221048,3823.47,28771.91,0
Uganda - Bwanika-Nyankwanzi - 1025796,1025796,Western Region,Kabarole,Kicwamba,2021,Identified,Identified in Needs Assessment,,,,0.722058,30.233111,3869.3,26086.59,0
Uganda - Kyangabukama-Nyabikere - 1025801,1025801,Western Region,Kabarole,Kasenda,2021,Identified,Identified in Needs Assessment,,,,0.493074,30.326706,3530.5,13282.23,0
Uganda - Iruhuura-Kanyeriire - 1025799,1025799,Western Region,Kabarole,Kasenda,2021,Identified,Identified in Needs Assessment,,,,0.465001,30.305085,2000.85,14020.23,0
Uganda - Kyantambara-Twoto - 1025800,1025800,Western Region,Kabarole,Kasenda,2021,Identified,Identified in Needs Assessment,,,,0.49267,30.316441,2890.42,14036.67,0
Uganda - Kyantambara-Rwiigo - 1025802,1025802,Western Region,Kabarole,Kasenda,2021,Identified,Identified in Needs Assessment,,,,0.493721,30.30151,2124.31,15045.12,0
Uganda - Busingye B - 1025803,1025803,Western Region,Kabarole,Kasenda,2021,Identified,Identified in Needs Assessment,,,,0.430056,30.307272,2827.15,13893.52,0
Uganda - Kihogo - 1025804,1025804,Western Region,Kabarole,Kasenda,2021,Identified,Identified in Needs Assessment,,,,0.452906,30.313568,1969.1,13123.72,0
Uganda - Kaburakucumba - 1025805,1025805,Western Region,Kabarole,Kasenda,2021,Identified,Identified in Needs Assessment,,,,0.454251,30.312693,1978.11,13228.42,0
Uganda - Sooko-Kangoma - 1025837,1025837,Western Region,Ibanda,Nyamarebe,2021,Identified,Identified in Needs Assessment,,,,0.143866,30.569432,2424.46,17519.54,0
Uganda - Ahakabaale-Nyakanengo - 1025839,1025839,Western Region,Ibanda,Nyamarebe,2021,Identified,Identified in Needs Assessment,,,,0.095771,30.565531,2162.53,16596.63,0
Uganda - Kakuuto 2 - 1025856,1025856,Western Region,Ibanda,Ishongororo,2021,Identified,Identified in Needs Assessment,,,,-0.043304,30.568234,1879.08,15068.45,0
Uganda - Katojo 2 - Karituusi - 1025857,1025857,Western Region,Ibanda,Ishongororo,2021,Identified,Identified in Needs Assessment,,,,0.009157,30.5831,2611.13,16879.1,0
Uganda - Rwakamugamba - 1025858,1025858,Western Region,Ibanda,Ishongororo,2021,Identified,Identified in Needs Assessment,,,,0.026819,30.591351,2938.83,16807.12,0
Uganda - Rushambya-Karituusi - 1025859,1025859,Western Region,Ibanda,Ishongororo,2021,Identified,Identified in Needs Assessment,,,,0.019754,30.586157,2931.38,16880.04,0
Uganda - Mureefu - 1025860,1025860,Western Region,Ibanda,Kijongo,2021,Identified,Identified in Needs Assessment,,,,0.017306,30.455856,3107.18,21238.96,0
Uganda - Birongo 3 - Kagango 2 - 1025861,1025861,Western Region,Ibanda,Kijongo,2021,Identified,Identified in Needs Assessment,,,,0.02417,30.455347,3216.76,22426.82,0
Uganda - Kemihoko-Karokarungi - 1025862,1025862,Western Region,Ibanda,Kijongo,2021,Identified,Identified in Needs Assessment,,,,0.040231,30.428799,3434.59,24053.14,0
Uganda - Kashwiiga-Kikafunda-Rwambu - 1025863,1025863,Western Region,Ibanda,Kijongo,2021,Identified,Identified in Needs Assessment,,,,0.046618,30.429797,3578.46,23752.75,0
Uganda - Rwenkuba-Kyabwanshwa - 1025864,1025864,Western Region,Ibanda,Kijongo,2021,Identified,Identified in Needs Assessment,,,,0.009637,30.398234,3647.26,29519.42,0
Uganda - Kiryabisoro-Kaburishokye - 1025865,1025865,Western Region,Ibanda,Kijongo,2021,Identified,Identified in Needs Assessment,,,,0.014845,30.402506,3538.22,29000.53,0
Uganda - Isule-Kihindi - 1025997,1025997,Western Region,Kasese,Maliba,2021,Identified,Identified in Needs Assessment,,,,0.360334,30.091732,2673.31,24309.95,0
Uganda - Kiruli 1A - Katebe 1 - 1025979,1025979,Western Region,Kasese,Maliba,2021,Identified,Identified in Needs Assessment,,,,0.346467,30.132992,3073.57,22242.27,0
Uganda - Nyangere-Katebe - 1025980,1025980,Western Region,Kasese,Maliba,2021,Identified,Identified in Needs Assessment,,,,0.34525,30.124218,3252.72,21606.04,0
Uganda - Kibumba-Kabuyiri - 1025981,1025981,Western Region,Kasese,Maliba,2021,Identified,Identified in Needs Assessment,,,,0.343093,30.105057,3099.8,20567.4,0
Uganda - Katindo-Rwenzori - 1025983,1025983,Western Region,Kasese,Ibanda-Kyanya Town Council,2021,Identified,Identified in Needs Assessment,,,,0.327778,30.08444,3542.26,18866.43,0
Uganda - Mirimbo-Kisamba II - 1025984,1025984,Western Region,Kasese,Bugoye,2021,Identified,Identified in Needs Assessment,,,,0.313134,30.055958,2706.27,15409.32,0
Uganda - Katooke 1 - Kinyangoye - 1025985,1025985,Western Region,Kasese,Bugoye,2021,Identified,Identified in Needs Assessment,,,,0.257728,30.076722,3261.72,26029.35,0
Uganda - Nyakabale-Gatyanga - 1025986,1025986,Western Region,Kasese,Kitswamba,2021,Identified,Identified in Needs Assessment,,,,0.379175,30.198456,7621.54,40535.5,0
Uganda - Kinyabwamba Lower - Sinai - 1025987,1025987,Western Region,Kasese,Kitswamba,2021,Identified,Identified in Needs Assessment,,,,0.318519,30.151438,2285.42,24521.92,0
Uganda - Kahembe-Kasanga - 1025988,1025988,Western Region,Kasese,Kitswamba,2021,Identified,Identified in Needs Assessment,,,,0.332089,30.150926,2334.12,21606.72,0
Uganda - Kihyo-Kagando - 1025991,1025991,Western Region,Kasese,Kitswamba,2021,Identified,Identified in Needs Assessment,,,,0.35339,30.149908,3092.82,26433.61,0
Uganda - Butebuya-Kagando - 1025992,1025992,Western Region,Kasese,Kitswamba,2021,Identified,Identified in Needs Assessment,,,,0.350077,30.150403,2860.99,25120.19,0
Uganda - Kyarugomoka-Izinga - 1025993,1025993,Western Region,Kasese,Maliba,2021,Identified,Identified in Needs Assessment,,,,0.31149,30.104902,3675.19,19370.35,0
Uganda - Muwelo-Kiryamutaka - 1025994,1025994,Western Region,Kasese,Maliba,2021,Identified,Identified in Needs Assessment,,,,0.356128,30.095765,2723.25,23662.27,0
Uganda - Kalhonge-Mayiboze - 1025995,1025995,Western Region,Kasese,Maliba,2021,Identified,Identified in Needs Assessment,,,,0.376211,30.077556,2954.06,23842.28,0
Uganda - Buloba-Kitoko - 1025996,1025996,Western Region,Kasese,Maliba,2021,Identified,Identified in Needs Assessment,,,,0.369789,30.081199,2743.22,23991.8,0
Uganda - Sinai-Kinyabwamba - 1025999,1025999,Western Region,Kasese,Maliba,2021,Identified,Identified in Needs Assessment,,,,0.321499,30.147008,2017.98,22626.3,0
Uganda - Kasojo-Kinyamwenge - 1026000,1026000,Western Region,Kasese,Hima Town Council,2021,Identified,Identified in Needs Assessment,,,,0.292831,30.171791,9904.71,28003.82,0
Uganda - Ibunda-Kinyangwa - 1026001,1026001,Western Region,Kasese,Buhuhira,2021,Identified,Identified in Needs Assessment,,,,0.401466,30.095778,7116.47,31943.26,0
Uganda - Ibunda - 1026002,1026002,Western Region,Kasese,Buhuhira,2021,Identified,Identified in Needs Assessment,,,,0.39827,30.095476,7022.97,31733,0
Uganda - Kuruhe - Bughendera Health Centre II - 1026003,1026003,Western Region,Kasese,Buhuhira,2021,Identified,Identified in Needs Assessment,,,,0.395715,30.106299,7555.13,35313.63,0
Uganda - Kasenyi - 1026004,1026004,Western Region,Kasese,Buhuhira,2021,Identified,Identified in Needs Assessment,,,,0.395094,30.126927,8764.4,41873.42,0
Uganda - Butera - 1026005,1026005,Western Region,Kasese,Buhuhira,2021,Identified,Identified in Needs Assessment,,,,0.394115,30.133835,9208.51,43254.74,0
Uganda - Kasambya - 1026006,1026006,Western Region,Kasese,Buhuhira,2021,Identified,Identified in Needs Assessment,,,,0.38009,30.12006,6307.66,36314.94,0
Uganda - Kikoka-Rwesande - 1026007,1026007,Western Region,Kasese,Buhuhira,2021,Identified,Identified in Needs Assessment,,,,0.387763,30.148532,8655.76,42954.84,0
Uganda - Butswa-Nyakarambi - 1026008,1026008,Western Region,Kasese,Kabatunda-Kirabaho Town Council,2021,Identified,Identified in Needs Assessment,,,,0.42026,30.176746,7572.7,45067.51,0
Uganda - Kibenze-Nyabwina - 1026009,1026009,Western Region,Kasese,Kyabarungira,2021,Identified,Identified in Needs Assessment,,,,0.40786,30.183009,7010.3,48252.93,0
Uganda - Rwesande II - Kahondo - 1026010,1026010,Western Region,Kasese,Kyabarungira,2021,Identified,Identified in Needs Assessment,,,,0.392178,30.140182,9253.25,43962.82,0
Uganda - Nyambuku - 1036859,1036859,Western Region,Kasese,Ibanda-Kyanya Town Council,2021,Identified,Identified in Needs Assessment,,,,0.354563,30.067922,2935.67,18554.08,0
Uganda - Kasilingi-Gatyanga - 1036850,1036850,Western Region,Kasese,Rugendabara-Kikongo Town Council,2021,Identified,Identified in Needs Assessment,,,,0.376899,30.199969,8278.07,39169.71,0
Uganda - Lhume-Gatyanga - 1036851,1036851,Western Region,Kasese,Rugendabara-Kikongo Town Council,2021,Identified,Identified in Needs Assessment,,,,0.375295,30.204147,9485.99,37857.99,0
Uganda - Nyabubale - Mubuku Prison - 1036852,1036852,Western Region,Kasese,Karusandara,2021,Identified,Identified in Needs Assessment,,,,0.247111,30.144712,4244.63,30003.33,0
Uganda - Kaswa-Mbata - 1036854,1036854,Western Region,Kasese,Bwesumbu,2021,Identified,Identified in Needs Assessment,,,,0.42759,30.102894,4722.46,31747.01,0
Uganda - Bwesumbu 2 - Kabatunda 2 - 1036855,1036855,Western Region,Kasese,Bwesumbu,2021,Identified,Identified in Needs Assessment,,,,0.427928,30.144296,7200.84,39580.29,0
Uganda - Kalhubulha - 1036856,1036856,Western Region,Kasese,Kabatunda-Kirabaho Town Council,2021,Identified,Identified in Needs Assessment,,,,0.430342,30.169275,6773.57,42414.05,0
Uganda - Kibuga - 1036857,1036857,Western Region,Kasese,Karusandara,2021,Identified,Identified in Needs Assessment,,,,0.234287,30.178211,1035.83,12912.75,0
Uganda - Kamabwe - 1036858,1036858,Western Region,Kasese,Ibanda-Kyanya Town Council,2021,Identified,Identified in Needs Assessment,,,,0.351061,30.073315,3076.04,18958.05,0
Uganda - Mulyasabu - 1036860,1036860,Western Region,Kasese,Ibanda-Kyanya Town Council,2021,Identified,Identified in Needs Assessment,,,,0.357672,30.064732,2937.62,18501.27,0
Uganda - Kisungwa - 1036861,1036861,Western Region,Kasese,Ibanda-Kyanya Town Council,2021,Identified,Identified in Needs Assessment,,,,0.360185,30.063894,2965.84,18780.06,0
Uganda - Kyanika-Nyambuku - 1036862,1036862,Western Region,Kasese,Ibanda-Kyanya Town Council,2021,Identified,Identified in Needs Assessment,,,,0.36593,30.05262,3121.36,17281.54,0
Uganda - Rwenzori High - 1036863,1036863,Western Region,Kasese,Ibanda-Kyanya Town Council,2021,Identified,Identified in Needs Assessment,,,,0.321051,30.080091,3353.93,18396.2,0
Uganda - Kitakena - 1036864,1036864,Western Region,Kasese,Ibanda-Kyanya Town Council,2021,Identified,Identified in Needs Assessment,,,,0.337792,30.083578,3474.44,19119.76,0
Uganda - Nyambuku-Kyanya - 1036865,1036865,Western Region,Kasese,Ibanda-Kyanya Town Council,2021,Identified,Identified in Needs Assessment,,,,0.333542,30.084256,3560.28,19029.28,0
Uganda - Kikoga-Nyakakindo - 1036866,1036866,Western Region,Kasese,Karusandara,2021,Identified,Identified in Needs Assessment,,,,0.251201,30.198658,1810.79,15911.03,0
Uganda - Nyakabiira - 1036927,1036927,Western Region,Kasese,Ibanda-Kyanya Town Council,2021,Identified,Identified in Needs Assessment,,,,0.372515,30.047468,3135.06,16504.71,0
Uganda - Kyambara-Mahango - 1036928,1036928,Western Region,Kasese,Mahango,2021,Identified,Identified in Needs Assessment,,,,0.141642,29.994049,8509.67,31898.64,0
Uganda - Kyamuduma 2 - 1036929,1036929,Western Region,Kasese,Mahango,2021,Identified,Identified in Needs Assessment,,,,0.125503,29.992582,6405.91,28494.89,0
Uganda - Rutoke - 1036933,1036933,Western Region,Kasese,Muhokya Town Council,2021,Identified,Identified in Needs Assessment,,,,0.078397,30.049194,1479.32,5648.33,0
Uganda - Kahokya-Kalere - 1036930,1036930,Western Region,Kasese,Kahokya,2021,Identified,Identified in Needs Assessment,,,,0.051144,29.960176,761.07,9315.37,0
Uganda - Kahokya-Kabiriti - 1036931,1036931,Western Region,Kasese,Kahokya,2021,Identified,Identified in Needs Assessment,,,,0.068152,29.957458,1664.77,13428.6,
Uganda - Kikeri - 1036934,1036934,Western Region,Kasese,Muhokya Town Council,2021,Identified,Identified in Needs Assessment,,,,0.076227,30.050705,1367.9,5382.91,0
Uganda - Kisongora - 1036935,1036935,Western Region,Kasese,Muhokya Town Council,2021,Identified,Identified in Needs Assessment,,,,0.094882,30.029107,1118.25,9759.44,0
Uganda - Leo - 1036936,1036936,Western Region,Kasese,Muhokya Town Council,2021,Identified,Identified in Needs Assessment,,,,0.095169,30.028037,1059.76,10014.19,0
Uganda - Kapapi - 1037599,1037599,Western Region,Hoima,Kigorobya,2021,Identified,Identified in Needs Assessment,,,,1.639781,31.340486,4125.55,29720.72,
Uganda - Kenkorogo - 1040958,1040958,Western Region,Ibanda,Nyabuhikye,2021,Identified,Identified in Needs Assessment,,,,-0.244177,30.505305,2263.68,18920.88,1480
Uganda - Ruboni-kyambowu - 1038158,1038158,Western Region,Kasese,Ibanda-kyanya,2022,Identified,Identified in Needs Assessment,,Hybrid Suspension Bridge,60,0.338746,30.031664,1834,14058.92,6046
Uganda - Bukumi - 1040947,1040947,Western Region,Buliisa,Biiso,2022,Identified,Identified in Needs Assessment,,,,1.764117,31.385767,3628.91,23841.55,0
Uganda - Kyamukwenda - 1040949,1040949,Western Region,Hoima,Kapapi,2022,Identified,Identified in Needs Assessment,,,,1.70399,31.337879,2709.34,17180.62,0
Uganda - Sambye 2 - 1040950,1040950,Western Region,Buliisa,,2022,Identified,Identified in Needs Assessment,,,,2.124358,31.434485,3825.38,17201.23,0
Uganda - Nyarigata-Rwamasaazo - 1052139,1052139,Western Region,Rukiga,Kamwezi,2022,Identified,Identified in Needs Assessment,,,,-1.212598,30.171454,2823.06,20031.69,2800
Uganda - Mituri- Kyamiyaga(Bunyangabu) - 1025711,1025711,Western Region,Kabarole,Rutete,2023,Identified,Identified in Needs Assessment,,,,0.537663,30.258733,3101.37,22283.93,0
Uganda - Kibagha A - 1025730,1025730,Western Region,Kabarole,Karangura,2023,Identified,Identified in Needs Assessment,,,,0.654765,30.166887,6131.3,33306.14,0
Uganda - Kamigani A- Mabona zone(Bunyangabu) - 1025713,1025713,Western Region,Kabarole,Ruteete,2023,Identified,Identified in Needs Assessment,,,,0.51063,30.266401,2504.79,19311.13,0
Uganda - Kyanetemba-Katika - 1025715,1025715,Western Region,Kabarole,Ruteete,2023,Identified,Identified in Needs Assessment,,,,0.504007,30.268756,2441.02,18831.23,0
Uganda - Kyakagusa- Burunda - 1025717,1025717,Western Region,Kabarole,Ruteete,2023,Identified,Identified in Needs Assessment,,,,0.522079,30.333838,2618.52,14271.95,0
Uganda - Harugongo-kikonge A - 1025723,1025723,Western Region,Kabarole,Harugongo,2023,Identified,Identified in Needs Assessment,,,,0.709731,30.269785,4499.24,35601.34,0
Uganda - Harugongo-Kikonge - 1025725,1025725,Western Region,Kabarole,Harugongo,2023,Identified,Identified in Needs Assessment,,,,0.713138,30.269961,4278.32,32721.31,0
Uganda - Lyesikundu - 1025726,1025726,Western Region,Kabarole,Bukuku,2023,Identified,Identified in Needs Assessment,,,,0.655713,30.206933,9262.27,51660.3,0
Uganda - Nyabigo - 1025727,1025727,Western Region,Kabarole,Bukuku,2023,Identified,Identified in Needs Assessment,,,,0.662644,30.212962,10997.67,51000.12,0
Uganda - Mandako - 1025728,1025728,Western Region,Kabarole,Bukuku,2023,Identified,Identified in Needs Assessment,,,,0.656335,30.193829,7743,47337.56,0
Uganda - Kihinda A- Mitoomi - 1025734,1025734,Western Region,Kabarole,Karangura,2023,Identified,Identified in Needs Assessment,,,,0.709437,30.184958,5755.24,29663.58,0
Uganda - Kihwera - 1025729,1025729,Western Region,Kabarole,Bukuku,2023,Identified,Identified in Needs Assessment,,,,0.657305,30.180105,7623.16,40344.46,0
Uganda - Nyarukamba B - 1025731,1025731,Western Region,Kabarole,Karangura,2023,Identified,Identified in Needs Assessment,,,,0.659984,30.15836,4666.28,29659.44,0
Uganda - Kibagha B - 1025732,1025732,Western Region,Kabarole,Karangura,2023,Identified,Identified in Needs Assessment,,,,0.659773,30.166483,5943.87,33086.88,0
Uganda - Masongola - 1025821,1025821,Western Region,Kabarole,Kabende,2023,Identified,Identified in Needs Assessment,,,,0.886076,30.497318,2745.82,16616.54,0
Uganda - Fortportal Hospital bridge - 1025822,1025822,Western Region,Kabarole,Fortportal city,2023,Identified,Identified in Needs Assessment,,,,0.656578,30.280525,32289.44,87138.15,0
Uganda - Mpanga market - 1025823,1025823,Western Region,Kabarole,Fortportal city,2023,Identified,Identified in Needs Assessment,,,,0.656779,30.278464,33221.57,87906.48,0
Uganda - Kisabo 1 - 1025843,1025843,Western Region,Ibanda,Kicuzi,2023,Identified,Identified in Needs Assessment,,,,-0.158912,30.361206,3240.53,18014.25,0
Uganda - Karuhisi - 1025842,1025842,Western Region,Ibanda,Kicuzi,2023,Identified,Identified in Needs Assessment,,,,-0.148989,30.275841,1223.96,9565.5,0
Uganda - Mutuure - 1025844,1025844,Western Region,Ibanda,Kicuzi,2023,Identified,Identified in Needs Assessment,,,,-0.172347,30.372726,4059.09,20743.53,0
Uganda - NYAKATSE - 1026041,1026041,Western Region,Kasese,KYONDO SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.105788,29.897304,3746.29,33543.09,0
Uganda - COMPASSION - 1026042,1026042,Western Region,Kasese,KISINGA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.065598,29.871038,8272.23,45073.14,0
Uganda - KAMBALA - 1026043,1026043,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.023428,29.848451,7577.97,45021.88,0
Uganda - BURUMBIKA TO IHANURA - 1026012,1026012,Western Region,Kasese,KYONDO SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.114932,29.914496,2520.29,24867.96,0
Uganda - BUYAGHA - 1026013,1026013,Western Region,Kasese,KYONDO SUB SCOUNTY,2023,Identified,Identified in Needs Assessment,,,,0.110779,29.915023,2732.79,27509.01,0
Uganda - KIRIMWIHANGO - 1026018,1026018,Western Region,Kasese,ISANGO SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.018187,29.750094,26533.14,108330.72,0
Uganda - MUROHO - 1026019,1026019,Western Region,Kasese,KITHOLHU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.095858,29.760961,5012.73,36112.31,0
Uganda - KISEBERE PRIMARY SCHOOL - 1026020,1026020,Western Region,Kasese,KITHOLHU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.118978,29.755668,5293.75,20094.07,0
Uganda - PADDY KABAGAMBI - 1026021,1026021,Western Region,Kasese,KITHOLHUSUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.088755,29.746801,6259.06,44469.2,0
Uganda - KYAMINYAWANDI- KYESERO - 1026022,1026022,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,-0.000017,29.813577,6585.29,39155.87,0
Uganda - MUHINDI KIGHUTHU - 1026023,1026023,Western Region,Kasese,NYAKIYUMBU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.049084,29.813406,2599.74,36580.32,0
Uganda - KATHIKALI - 1026024,1026024,Western Region,Kasese,NYAKIYUMBU l SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,-0.030712,29.803757,1230.38,26050.48,0
Uganda - KYABISORO KITSUTSU - 1026025,1026025,Western Region,Kasese,NYAKIYUMBU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.015589,29.813419,4547.34,45424.22,0
Uganda - KANYAMPARA 1 - 1026026,1026026,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.042318,29.858419,6876.25,40402.47,0
Uganda - DOLF - 1026027,1026027,Western Region,Kasese,KISINGA TOWN COUNCIL,2023,Identified,Identified in Needs Assessment,,,,0.076043,29.89759,13947.43,40644.59,0
Uganda - KYAMPARA KAMUKUMBI - 1026029,1026029,Western Region,Kasese,ISANGO SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.009269,29.748408,15624.38,93824.07,0
Uganda - KIGHUTHU - 1026030,1026030,Western Region,Kasese,NYAKIYUMBU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.048897,29.813093,2597.32,36828.86,0
Uganda - MADEBE - 1026031,1026031,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.031779,29.855496,6991.63,43688.72,0
Uganda - KITSUTSU - NYAKASOJO - 1026032,1026032,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.022374,29.81342,3990.29,46514.24,0
Uganda - NKUNYU 11 KEMANGO - 1026033,1026033,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.01971,29.846355,7991.65,45401.76,0
Uganda - KARAMBI DEN - 1026034,1026034,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.028409,29.857984,6590.35,44690.36,0
Uganda - KEMANGO KACUNGIRO - 1026035,1026035,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.021101,29.857893,6253.78,45876.05,0
Uganda - KANYAMPARA DOING - 1026036,1026036,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.041356,29.85145,6952.67,38454.44,0
Uganda - MURUGA - 1026037,1026037,Western Region,Kasese,KISINGA TOWN COUNCIL,2023,Identified,Identified in Needs Assessment,,,,0.08068,29.90038,11510.51,40239.7,0
Uganda - MUNKUNYU 11 KEMANGO - 1026039,1026039,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.020771,29.850035,7518.5,45764.56,0
Uganda - NYABIRONGO 1 - 1026040,1026040,Western Region,Kasese,KISINGA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.070728,29.87478,9553.59,44756.72,0
Uganda - KYAMAKUNGU - 1036853,1036853,Western Region,Kasese,KYONDO SUBCOUNTY,2023,Identified,Identified in Needs Assessment,,,,0.109207,29.932376,3348.09,22829.89,0
Uganda - NYAMUSULE IHANDIRO - 1036867,1036867,Western Region,Kasese,KITHOLHU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.091797,29.776594,4743.69,35365.89,0
Uganda - KABANDYA - 1036868,1036868,Western Region,Kasese,KITHOLHU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.117068,29.784565,3550.57,23322.22,0
Uganda - MALABA - 1036869,1036869,Western Region,Kasese,KITHOLHU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.104166,29.73709,3452.05,25813.16,0
Uganda - KATHASENDA KASUNGU - 1036870,1036870,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.037928,29.846857,7129.92,40027.98,0
Uganda - KYABIKEKURU - 1036871,1036871,Western Region,Kasese,KITHOLHU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.115718,29.759679,5240.39,21863.06,0
Uganda - COMPASSION - 1036872,1036872,Western Region,Kasese,KITHOLHU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.098281,29.740045,4409.83,31515.47,0
Uganda - LYAKIREMA 1 - 1036873,1036873,Western Region,Kasese,NYAKIYUMBU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.031527,29.808948,2453.35,47485.95,0
Uganda - KATHOLHU KIHAGHURA - 1036874,1036874,Western Region,Kasese,NYAKIYUMBU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,-0.013707,29.771137,4046.23,32038.45,0
Uganda - KAMAHANGA - 1036875,1036875,Western Region,Kasese,KISINGA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.065165,29.873469,9044.66,44958.43,0
Uganda - SELESTINE - 1036876,1036876,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.034742,29.856901,6968.1,42285.61,0
Uganda - NYAKATSE - 1036877,1036877,Western Region,Kasese,KYONDO SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.082716,29.899499,10618.12,40420.25,0
